"longseq","regne","repliement","isoelec","poidsmol","hydro","genre"
302,"Viridiplantae","-0.1479217","5.6500001","33439.9609","-1.2049669","Gossypium"
224,"Viridiplantae","-0.1142129","9.3599997","23241.5098","-1.1062500","Triticum"
100,"Viridiplantae","0.1208371","9.1099997","10940.7100","-0.2930000","Gossypium"
127,"Viridiplantae","-0.1095942","9.7200003","13379.5400","-1.0582677","Arabidopsis"
102,"Bacteria","-0.2598035","12.6099997","11580.5303","-1.0813725","Arthrobacter"
618,"Bacteria","0.1620167","4.6799998","61093.5781","-0.1627832","Stigmatella"
647,"Bacteria","0.1606984","4.6799998","64202.2305","-0.1712519","Myxococcus"
256,"Bacteria","0.2323799","10.3900003","26891.7793","0.1093750","Myxococcus"
189,"Viridiplantae","-0.0076573","9.8599997","20019.2793","-0.7026455","Arabidopsis"
114,"Viridiplantae","-0.0199113","7.5799999","12002.7197","-0.8447368","Arabidopsis"
407,"Bacteria","0.1100528","5.9099998","42861.1992","-0.4009828","Rhodopseudomonas"
226,"Bacteria","0.0314239","6.1999998","23795.1309","-0.6646018","Rhodopseudomonas"
115,"Bacteria","-0.0096117","4.4800000","12289.5498","-0.6147826","Saccharophagus"
407,"Bacteria","0.1144114","5.6300001","42550.6797","-0.3710074","Rhodopseudomonas"
310,"Bacteria","0.0827751","4.8600001","35797.5898","-0.3774194","Chlorobium"
175,"Viridiplantae","-0.0605637","5.5300002","19111.2793","-0.8468571","Picea"
143,"Bacteria","-0.0869527","4.7300000","16135.9004","-0.9258741","Streptococcus"
197,"Viridiplantae","-0.3211976","11.0799999","21928.4297","-1.4411168","Brassica"
280,"Viridiplantae","-0.1055909","7.8800001","30380.4707","-1.0985714","Brassica"
160,"Viridiplantae","-0.3255898","10.2299995","17456.3008","-1.6306250","Brassica"
268,"Viridiplantae","-0.0500511","7.2500000","29244.1895","-0.9421642","Brassica"
91,"Viridiplantae","-0.1866126","9.9300003","9887.2197","-1.2769231","Pseudotsuga"
85,"Viridiplantae","-0.1692503","10.1000004","9232.5000","-1.1752940","Pseudotsuga"
87,"Viridiplantae","-0.1758167","10.1599998","9401.7197","-1.2000000","Pseudotsuga"
85,"Viridiplantae","-0.1794467","10.1599998","9202.4805","-1.2082353","Pseudotsuga"
83,"Viridiplantae","-0.1832516","10.1599998","8989.2100","-1.2168674","Pseudotsuga"
166,"Viridiplantae","0.2253168","4.2700000","17849.6895","0.1228916","Arabidopsis"
150,"Viridiplantae","0.2005339","4.9200001","16531.1504","-0.0246667","Pyrus"
227,"Viridiplantae","-0.0971347","5.0200000","24515.0195","-0.9947137","Morus"
112,"Viridiplantae","-0.2217209","9.4099998","12209.1201","-1.4392858","Vigna"
106,"Viridiplantae","-0.2515527","7.7199998","11433.0801","-1.5933962","Poncirus"
112,"Viridiplantae","-0.2236430","5.4299998","12166.9502","-1.3589286","Arabidopsis"
186,"Viridiplantae","-0.1188191","7.4400001","18482.6504","-1.1645161","Arabidopsis"
132,"Viridiplantae","-0.2870866","9.6199999","14059.7100","-1.5613636","Pinus"
132,"Viridiplantae","-0.2816207","9.4399996","14033.6797","-1.5681818","Pinus"
132,"Viridiplantae","-0.2833332","9.5900002","13989.6699","-1.5492424","Pinus"
132,"Viridiplantae","-0.2835695","9.5900002","14012.7002","-1.5500000","Pinus"
132,"Viridiplantae","-0.2856794","9.6099997","14031.7002","-1.5568182","Pinus"
132,"Viridiplantae","-0.2901333","9.5900002","14047.7500","-1.5712121","Pinus"
132,"Viridiplantae","-0.2922431","9.6099997","14052.7197","-1.5780303","Pinus"
132,"Viridiplantae","-0.2908358","9.5900002","14024.7100","-1.5734848","Pinus"
132,"Viridiplantae","-0.2842721","9.5900002","14003.6904","-1.5522727","Pinus"
132,"Viridiplantae","-0.2681838","9.1899996","14004.6299","-1.5492424","Pinus"
132,"Viridiplantae","-0.2901333","9.5900002","14033.7197","-1.5712121","Pinus"
132,"Viridiplantae","-0.2915405","9.6099997","14061.7305","-1.5757576","Pinus"
408,"Viridiplantae","0.1733173","6.5900002","45159.8711","-0.1965686","Arabidopsis"
249,"Viridiplantae","-0.3148755","5.1100001","28317.8906","-1.5903614","Prunus"
164,"Viridiplantae","-0.1075924","9.7700005","16726.8594","-1.0493902","Oryza"
164,"Viridiplantae","-0.1024979","9.7900000","16539.5508","-1.0329268","Oryza"
408,"Viridiplantae","0.1685669","6.3200002","45204.8711","-0.1960784","Arabidopsis"
185,"Viridiplantae","-0.0996108","6.4499998","19300.5996","-1.0324324","Arabidopsis"
171,"Viridiplantae","-0.2906244","6.6100001","18983.2891","-1.6251462","Citrus"
195,"Viridiplantae","-0.1367772","5.6999998","19749.9297","-1.1230769","Avicennia"
195,"Viridiplantae","-0.1334452","5.6999998","19822.0391","-1.1123077","Avicennia"
227,"Viridiplantae","-0.3243138","4.8200002","25678.6797","-1.5722467","Populus"
235,"Viridiplantae","-0.2654660","7.6799998","27233.7793","-1.6382979","Citrus"
234,"Viridiplantae","-0.3218610","5.5000000","26676.9805","-1.6410255","Citrus"
197,"Viridiplantae","-0.2039459","5.3400002","22049.4707","-1.2918782","Brassica"
227,"Viridiplantae","-0.2340823","5.1999998","25105.2695","-1.4088106","Coffea"
169,"Viridiplantae","-0.1596065","6.9400001","17775.7207","-1.2579882","Nicotiana"
155,"Viridiplantae","-0.0930042","9.3800001","15562.3398","-1.0393548","Aster"
152,"Viridiplantae","0.2234610","4.9299998","16690.4199","-0.0157895","Glycine"
133,"Viridiplantae","-0.2612511","5.0999999","14606.8799","-1.4789474","Hordeum"
104,"Viridiplantae","-0.1623401","9.8999996","11074.7998","-1.1807692","Helianthus"
93,"Viridiplantae","-0.1843894","6.7300000","9963.1104","-1.3763441","Hordeum"
153,"Viridiplantae","-0.2711062","5.3400002","16898.7207","-1.5509804","Hordeum"
91,"Viridiplantae","0.0995099","10.4300003","9697.2998","-0.2813187","Populus"
93,"Viridiplantae","-0.2045652","5.2199998","9974.0801","-1.3720430","Hordeum"
97,"Viridiplantae","0.0294888","10.0600004","11226.3398","-0.5185567","Medicago"
333,"Viridiplantae","-0.0775361","5.9499998","35666.6094","-0.9921922","Oryza"
182,"Metazoa","-0.2002571","6.6700001","19716.3809","-1.4098901","Artemia"
178,"Viridiplantae","-0.0091656","9.5500002","18651.0508","-0.7556180","Chlorella"
518,"Viridiplantae","-0.0231101","7.0799999","52228.0391","-0.8426641","Hordeum"
104,"Viridiplantae","-0.0571171","6.0999999","10805.2803","-0.9028846","Chlorella"
187,"Metazoa","-0.3947543","10.6800003","22337.9902","-1.7278075","Brugia"
174,"Viridiplantae","0.1239907","4.3400002","19125.3398","-0.1568966","Solanum"
97,"Viridiplantae","0.0325820","10.5100002","10701.5098","-0.4752577","Nicotiana"
143,"Viridiplantae","-0.0961290","8.7100000","14443.8301","-1.0685315","Hordeum"
161,"Viridiplantae","-0.0895148","8.7500000","16164.9902","-1.0496894","Hordeum"
158,"Viridiplantae","-0.3183020","7.0999999","17455.3906","-1.7886076","Picea"
167,"Viridiplantae","-0.3025072","7.1300001","18323.5293","-1.7385542","Picea"
169,"Viridiplantae","-0.3338590","6.4600000","18899.0801","-1.7828403","Picea"
137,"Viridiplantae","-0.1072992","8.7100000","14121.5195","-1.1036496","Hordeum"
171,"Viridiplantae","-0.2633716","7.5999999","18512.5703","-1.6315789","Picea"
140,"Viridiplantae","-0.2903448","9.7299995","15037.4502","-1.6264286","Picea"
197,"Viridiplantae","-0.1550826","6.0000000","20441.7207","-1.1832488","Pisum"
184,"Viridiplantae","-0.0719760","6.5300002","19110.4199","-0.9603261","Raphanus"
167,"Bacteria","0.3174110","8.1700001","18201.4492","0.2646707","Geobacter"
167,"Bacteria","0.2444818","8.5600004","18652.2793","0.0676647","Geobacter"
314,"Viridiplantae","0.0484212","4.3800001","34947.0117","-0.3872611","Populus"
326,"Viridiplantae","0.0289166","4.4400001","36177.6484","-0.4788344","Picea"
92,"Viridiplantae","-0.0051077","10.6899996","9603.1104","-0.5510870","Populus"
92,"Viridiplantae","0.0260490","10.4300003","9632.1104","-0.5206522","Populus"
114,"Viridiplantae","0.1538287","7.2199998","12160.1699","-0.2833333","Picea"
109,"Viridiplantae","0.0662452","8.8299999","11903.9297","-0.5366972","Picea"
114,"Viridiplantae","0.1398972","6.3600001","12190.2402","-0.3000000","Picea"
144,"Viridiplantae","0.0940787","7.4099998","16019.0596","-0.4763889","Picea"
109,"Viridiplantae","0.0667238","9.5500002","11809.8203","-0.5055046","Picea"
104,"Viridiplantae","0.0348146","9.6099997","11264.9902","-0.6057692","Picea"
110,"Viridiplantae","0.0633571","10.2700005","12000.0801","-0.4581818","Picea"
90,"Viridiplantae","0.0095549","10.7600002","9918.4199","-0.5700000","Picea"
110,"Viridiplantae","0.0659792","10.0200005","11915.9297","-0.4790909","Picea"
95,"Viridiplantae","-0.0154704","10.5900002","10654.3799","-0.6263158","Picea"
95,"Viridiplantae","0.0934279","10.9600000","9478.7402","-0.3084211","Hordeum"
99,"Viridiplantae","0.0968066","10.0500002","10421.0898","-0.3696970","Vigna"
92,"Viridiplantae","-0.3025810","5.0000000","10038.2500","-1.6880435","Helianthus"
101,"Viridiplantae","-0.2028307","5.7700000","10742.2197","-1.4039603","Medicago"
156,"Bacteria","0.0830174","9.8900003","15547.0898","-0.4500000","Caulobacter"
152,"Viridiplantae","-0.1224885","7.6599998","15525.0596","-1.1763158","Triticum"
292,"Viridiplantae","-0.1432668","5.5799999","31093.6094","-1.0773973","Oryza"
140,"Fungi","-0.0862407","10.2100000","14942.0703","-0.8514286","Aspergillus"
160,"Viridiplantae","-0.0232508","9.7200003","16255.3701","-0.7950000","Thellungiella"
110,"Viridiplantae","-0.2834894","6.5599999","11848.4297","-1.5790910","Pisum"
105,"Viridiplantae","-0.2779538","5.2399998","11492.9004","-1.6171429","Glycine"
298,"Bacteria","-0.0147991","6.2399998","30934.1191","-0.8174497","Deinococcus"
260,"Viridiplantae","-0.2525797","4.8099999","29551.6406","-1.3480769","Arabidopsis"
313,"Viridiplantae","0.2647392","5.6199999","33756.2383","0.1060703","Craterostigma"
201,"Viridiplantae","-0.1045730","9.4499998","21943.0098","-1.0701493","Craterostigma"
159,"Viridiplantae","-0.0874570","8.1300001","16374.1299","-1.0427673","Daucus"
173,"Viridiplantae","-0.2088747","5.2199998","18884.7793","-1.3994220","Glycine"
117,"Viridiplantae","-0.1624432","8.1899996","12217.1299","-1.2777778","Craterostigma"
155,"Viridiplantae","-0.1535513","10.2200003","15570.2695","-1.1516129","Craterostigma"
88,"Viridiplantae","-0.1334359","10.0200005","9259.6104","-1.0647727","Solanum"
164,"Viridiplantae","0.1945943","5.5900002","17493.0508","-0.0530488","Chlamydomonas"
152,"Viridiplantae","-0.2803821","5.8000002","16729.5098","-1.5802633","Brassica"
88,"Viridiplantae","-0.2653151","5.7399998","9586.6396","-1.6011364","Brassica"
88,"Viridiplantae","-0.2832499","5.7399998","9631.7002","-1.6590909","Brassica"
152,"Viridiplantae","-0.2727844","6.0000000","16675.4902","-1.5769737","Brassica"
91,"Viridiplantae","-0.2886048","4.9299998","9775.8398","-1.6065934","Brassica"
219,"Viridiplantae","-0.3137679","5.1700001","24615.2695","-1.6173517","Capsicum"
226,"Viridiplantae","-0.2192840","9.5500002","24551.9297","-1.4318584","Brassica"
226,"Viridiplantae","-0.2232520","9.3400002","24561.0000","-1.4446903","Brassica"
143,"Metazoa","-0.2770332","5.0000000","16030.5498","-1.5853148","Aphelenchus"
400,"Viridiplantae","-0.1729419","6.7199998","44250.0000","-1.3070000","Cornus"
440,"Viridiplantae","-0.1544082","6.3099999","48624.3789","-1.2206818","Cornus"
179,"Viridiplantae","-0.0564613","9.1899996","18292.5000","-0.9268156","Triticum"
102,"Viridiplantae","-0.4117618","7.3200002","11557.1504","-2.0794117","Glycine"
110,"Viridiplantae","-0.1754820","5.7800002","11972.6699","-1.3181818","Gossypium"
102,"Viridiplantae","-0.1694550","5.2199998","11073.5801","-1.2647059","Gossypium"
193,"Viridiplantae","-0.1171618","7.4400001","21171.1191","-1.1590674","Lindernia"
70,"Metazoa","-0.1108105","6.9800000","7521.3599","-1.1385714","Steinernema"
85,"Metazoa","-0.3488555","6.4600000","9991.0996","-1.8317647","Steinernema"
102,"Metazoa","-0.1942424","6.6500001","11657.3398","-1.3764706","Steinernema"
95,"Metazoa","-0.1805076","5.1700001","10570.0596","-1.1936842","Steinernema"
87,"Metazoa","-0.1908547","5.1199999","9756.0000","-1.2114943","Steinernema"
90,"Viridiplantae","-0.1575513","5.5599999","9702.7998","-1.2177778","Elaeis"
89,"Viridiplantae","-0.0959648","4.5200000","9437.4404","-0.9089888","Glycine"
89,"Viridiplantae","-0.0761475","4.5200000","9459.5303","-0.8449438","Glycine"
89,"Viridiplantae","-0.1179809","4.4099998","9509.5000","-0.9438202","Glycine"
89,"Viridiplantae","-0.0890117","4.5200000","9497.5596","-0.8865169","Glycine"
89,"Viridiplantae","-0.1273685","4.4099998","9513.5098","-0.9741573","Glycine"
89,"Viridiplantae","-0.1140454","4.5200000","9425.3896","-0.9674157","Glycine"
89,"Viridiplantae","-0.1056998","4.5200000","9453.4502","-0.9404494","Glycine"
89,"Viridiplantae","-0.0834479","4.3600001","9457.5303","-0.8685393","Glycine"
136,"Viridiplantae","-0.3169648","6.2700000","14584.6699","-1.6147059","Medicago"
215,"Viridiplantae","-0.1746433","8.1499996","23036.0703","-1.3297673","Isatis"
153,"Viridiplantae","-0.2609983","5.2700000","16876.7793","-1.5816993","Bromus"
82,"Viridiplantae","-0.1627756","6.1300001","8777.7305","-1.2670732","Phaseolus"
140,"Viridiplantae","-0.2303884","9.3400002","15099.4902","-1.4557143","Glycine"
391,"Viridiplantae","-0.0913792","7.0300002","38825.8398","-1.0427110","Triticum"
165,"Viridiplantae","-0.2908170","4.7500000","18618.9707","-1.4460607","Lavatera"
259,"Viridiplantae","-0.1494670","4.9200001","27948.7695","-1.0513514","Triticum"
268,"Viridiplantae","-0.1279098","4.9899998","28840.9199","-0.9888060","Triticum"
258,"Viridiplantae","-0.1150138","6.2100000","26350.9102","-1.0895349","Helianthus"
1429,"Viridiplantae","0.1889127","8.6199999","159210.9375","-0.1450665","Chlamydomonas"
251,"Viridiplantae","0.2172066","11.8199997","26046.0391","0.1274900","Chlamydomonas"
420,"Metazoa","0.0773747","5.0100002","44545.1406","-0.4611905","Adineta"
376,"Metazoa","0.0841682","5.1100001","39739.0703","-0.4569149","Adineta"
84,"Viridiplantae","-0.2766769","5.5500002","9181.0703","-1.5976191","Brassica"
92,"Viridiplantae","-0.1863275","7.2900000","9949.2598","-1.3826087","Arabidopsis"
94,"Viridiplantae","-0.1820373","4.9600000","9988.1602","-1.3000000","Triticum"
86,"Viridiplantae","-0.3842118","7.6700001","9825.1396","-2.0220931","Solanum"
102,"Metazoa","-0.2455755","4.5900002","11534.0996","-1.3205882","Steinernema"
351,"Fungi","-0.0441095","6.7300000","34765.9883","-0.8769231","Tuber"
113,"Viridiplantae","-0.1764587","6.1700001","12174.0000","-1.3221239","Daucus"
94,"Viridiplantae","-0.1913601","4.7500000","9974.0898","-1.2957447","Bromus"
133,"Viridiplantae","-0.2245931","8.6999998","14330.6396","-1.4819549","Paraboea"
228,"Viridiplantae","-0.0323258","6.7500000","23239.7207","-0.8565789","Oryza"
113,"Viridiplantae","-0.1747293","7.3899999","12169.9697","-1.3451327","Quercus"
145,"Viridiplantae","-0.1085393","4.9000001","16197.8301","-0.9751724","Gossypium"
236,"Viridiplantae","-0.1290875","8.6800003","25100.4902","-1.1838983","Cornus"
566,"Viridiplantae","-0.1730782","7.9099998","60574.4102","-1.3397527","Cornus"
91,"Viridiplantae","-0.1649560","6.1500001","9729.9102","-1.2780221","Picea"
91,"Viridiplantae","-0.2213996","5.7399998","9771.8799","-1.4604396","Picea"
131,"Viridiplantae","-0.2453371","7.7199998","14090.2900","-1.5732824","Elaeis"
93,"Viridiplantae","-0.2045652","5.2300000","9988.1104","-1.3720430","Triticum"
173,"Viridiplantae","0.4121019","9.9499998","18289.7695","0.6260116","Oryza"
157,"Viridiplantae","-0.1468366","8.6700001","16660.4609","-1.2343949","Solanum"
99,"Viridiplantae","-0.2534883","5.5999999","10808.0996","-1.5343434","Robinia"
99,"Viridiplantae","-0.2217186","7.1599998","10942.4199","-1.4969697","Vigna"
91,"Viridiplantae","-0.1498813","7.1500001","9684.8496","-1.2648352","Zea"
226,"Viridiplantae","-0.2087108","6.1199999","23721.1797","-1.3548673","Glycine"
83,"Viridiplantae","-0.2614307","7.1500001","8981.9297","-1.6253012","Raphanus"
226,"Viridiplantae","-0.2099431","6.1199999","23717.1895","-1.3588496","Glycine"
262,"Viridiplantae","-0.1495150","4.9200001","28187.0391","-1.0416031","Triticum"
463,"Viridiplantae","-0.1432278","6.2700000","50650.5117","-1.2293737","Glycine"
243,"Viridiplantae","-0.1913027","6.0700002","25662.6992","-1.2790123","Glycine"
92,"Viridiplantae","-0.1809451","7.3000002","9918.2100","-1.3652174","Daucus"
112,"Viridiplantae","-0.2161957","9.4099998","12198.1396","-1.4214286","Vigna"
110,"Viridiplantae","-0.1760365","5.4499998","11942.5898","-1.2318182","Zea"
112,"Viridiplantae","-0.2266991","6.2600002","12229.9805","-1.4553571","Robinia"
93,"Viridiplantae","-0.1948097","5.2500000","9964.0898","-1.3752688","Triticum"
313,"Viridiplantae","0.2647392","5.6199999","33756.2383","0.1060703","Craterostigma"
88,"Viridiplantae","-0.1647850","11.8500004","9797.4697","-0.7988636","Hordeum"
260,"Viridiplantae","0.1242912","4.5300002","26496.2695","-0.2669231","Medicago"
205,"Viridiplantae","-0.1721789","10.4200001","22082.5293","-1.1634146","Picea"
183,"Viridiplantae","-0.1724798","10.3800001","19836.7891","-1.1612022","Picea"
255,"Viridiplantae","-0.1595669","4.9299998","27669.4004","-1.0933332","Hordeum"
364,"Metazoa","-0.0458855","5.9600000","38908.6211","-0.8843407","Artemia"
357,"Metazoa","-0.1128539","4.7700000","39175.4609","-1.0274510","Artemia"
633,"Bacteria","0.0869764","4.5000000","68130.9688","-0.3206951","Desulfotalea"
294,"Bacteria","0.1927515","4.8600001","31387.0293","-0.0476190","Desulfotalea"
518,"Bacteria","0.2391247","5.1999998","55654.1211","0.0297297","Desulfotalea"
172,"Viridiplantae","-0.3311316","6.0900002","19133.3203","-1.7377907","Picea"
169,"Viridiplantae","-0.2996837","6.6999998","18735.9492","-1.7106509","Picea"
234,"Viridiplantae","-0.2504639","8.1400003","25396.1094","-1.5760684","Picea"
176,"Viridiplantae","-0.3340635","6.2300000","19552.7500","-1.7681818","Picea"
376,"Metazoa","0.0789570","5.0300002","39797.1016","-0.4651596","Adineta"
421,"Metazoa","0.0730139","4.9000001","44603.1484","-0.4600950","Adineta"
168,"Viridiplantae","-0.1244031","9.3199997","17078.1094","-1.1440476","Zea"
238,"Viridiplantae","0.0492402","4.5200000","24186.7891","-0.4991597","Lilium"
216,"Viridiplantae","-0.2475103","5.1900001","24076.5391","-1.3708333","Pisum"
95,"Viridiplantae","-0.1927861","5.2600002","10166.4102","-1.3694737","Oryza"
209,"Viridiplantae","-0.2830354","5.0799999","23672.2695","-1.5095694","Solanum"
95,"Viridiplantae","-0.1590191","5.5700002","10085.3701","-1.2263159","Vitis"
555,"Viridiplantae","-0.1171533","5.5100002","60268.0000","-1.1241441","Daucus"
326,"Viridiplantae","0.0198789","9.4600000","31256.5703","-0.6865031","Oryza"
93,"Viridiplantae","-0.1927973","4.8099999","10061.2998","-1.2645161","Triticum"
93,"Viridiplantae","-0.2034611","5.2600002","10019.1797","-1.4032258","Triticum"
166,"Viridiplantae","-0.0562892","4.5700002","17163.1309","-0.8066265","Triticum"
152,"Viridiplantae","-0.2589327","5.6799998","16614.4102","-1.4684211","Arabidopsis"
92,"Viridiplantae","-0.1937259","7.2900000","9935.2402","-1.4065217","Arabidopsis"
551,"Viridiplantae","-0.0276309","5.8200002","59561.6992","-0.8286751","Pisum"
243,"Viridiplantae","-0.3209790","4.8800001","27992.5508","-1.5650206","Brassica"
248,"Viridiplantae","-0.2220838","4.8800001","27754.5508","-1.3157258","Salvia"
106,"Viridiplantae","-0.1792285","9.9300003","10973.6396","-1.2377357","Sorghum"
117,"Viridiplantae","-0.2475976","7.0200000","12277.9697","-1.5529915","Phoenix"
272,"Viridiplantae","-0.1594024","5.9800000","28332.5801","-1.1759259","Prunus"
202,"Viridiplantae","-0.0986427","5.2800002","21763.2500","-0.9232673","Hyacinthus"
160,"Viridiplantae","-0.1408991","9.7700005","16788.5508","-1.1550000","Hippophae"
268,"Viridiplantae","-0.1834283","7.1500001","28717.1895","-1.3611940","Prunus"
73,"Viridiplantae","-0.2944916","11.9499998","7794.8301","-1.2452055","Paspalum"
94,"Viridiplantae","-0.2654233","8.5699997","10390.3096","-1.5351064","Pinus"
320,"Viridiplantae","-0.3033136","6.2600002","35178.3516","-1.6900001","Vaccinium"
218,"Viridiplantae","-0.3080865","6.6500001","23805.6895","-1.7316514","Vaccinium"
208,"Viridiplantae","-0.2898302","6.7500000","22954.8203","-1.6860577","Vaccinium"
131,"Viridiplantae","-0.3021625","6.5999999","14320.2598","-1.7076336","Vaccinium"
101,"Viridiplantae","-0.0664980","8.9399996","10154.3301","-0.9633663","Phillyrea"
126,"Viridiplantae","-0.1131233","7.6300001","13152.2002","-1.1460317","Phillyrea"
262,"Viridiplantae","0.1300026","4.4600000","28958.7695","-0.1629771","Prunus"
86,"Viridiplantae","0.1243249","9.9099998","9420.8398","-0.3034884","Pseudotsuga"
86,"Viridiplantae","0.1066952","9.9099998","9380.7598","-0.3604651","Pseudotsuga"
86,"Viridiplantae","0.1229993","8.9799995","9361.7197","-0.3453488","Pseudotsuga"
86,"Viridiplantae","0.1143626","8.9799995","9333.6602","-0.3732558","Pseudotsuga"
173,"Viridiplantae","-0.0936197","10.0100002","17580.8301","-0.9895954","Glycine"
152,"Viridiplantae","-0.0980464","10.1899996","15583.5195","-0.9697368","Glycine"
86,"Viridiplantae","-0.0179928","12.1999998","9361.8604","-0.4627907","Pseudotsuga"
90,"Viridiplantae","-0.3212463","12.4300003","9826.2500","-1.2800000","Onoclea"
179,"Viridiplantae","-0.2821713","6.6300001","19797.2109","-1.6201117","Poncirus"
147,"Viridiplantae","0.1792051","5.4600000","16114.5195","-0.1353741","Arachis"
93,"Viridiplantae","0.1684332","9.7900000","9615.0996","-0.1666667","Ananas"
95,"Viridiplantae","-0.2581436","4.9800000","10415.6602","-1.5126317","Arachis"
89,"Viridiplantae","-0.0904198","9.4600000","9666.2100","-1.0000000","Arachis"
259,"Viridiplantae","-0.1113344","7.0200000","26621.3398","-1.1277992","Helianthus"
259,"Viridiplantae","-0.1091455","7.6700001","26534.2695","-1.1332046","Helianthus"
82,"Viridiplantae","-0.2991137","10.1400003","8778.8301","-1.5500000","Panax"
113,"Viridiplantae","0.0194394","9.4600000","12291.5703","-0.6318584","Lactuca"
242,"Viridiplantae","-0.1983286","4.8499999","27033.7305","-1.2210743","Salvia"
244,"Viridiplantae","-0.0776918","7.6500001","25020.5293","-1.0315574","Tithonia"
246,"Viridiplantae","-0.0997048","6.5999999","25019.3809","-1.0764228","Helianthus"
246,"Viridiplantae","-0.1007573","7.6199999","25038.3906","-1.1060976","Helianthus"
240,"Viridiplantae","-0.0923352","7.0200000","24094.2793","-1.0654167","Helianthus"
240,"Viridiplantae","-0.1206556","6.4299998","24583.8203","-1.1300000","Helianthus"
246,"Viridiplantae","-0.1031011","6.5999999","25015.3906","-1.0873984","Helianthus"
241,"Viridiplantae","-0.1170570","6.6999998","24626.9004","-1.1319503","Helianthus"
240,"Viridiplantae","-0.1151111","6.4299998","24509.7305","-1.1120833","Helianthus"
242,"Viridiplantae","-0.0982240","6.4800000","24477.7500","-1.0578512","Helianthus"
246,"Viridiplantae","-0.1010478","6.9299998","24935.2793","-1.0939023","Helianthus"
244,"Viridiplantae","-0.0992493","7.6199999","24761.0898","-1.1012295","Helianthus"
246,"Viridiplantae","-0.1006708","6.9299998","24949.3008","-1.0926830","Helianthus"
246,"Viridiplantae","-0.0875893","6.9800000","24933.3398","-1.0504065","Helianthus"
220,"Viridiplantae","-0.1097412","6.1700001","22591.4395","-1.0763636","Helianthus"
616,"Viridiplantae","-0.1538057","6.0900002","68875.0781","-1.2250000","Populus"
236,"Viridiplantae","-0.1416566","7.0200000","24501.7598","-1.2245764","Helianthus"
237,"Viridiplantae","-0.0935179","7.6500001","23816.9492","-1.0827004","Helianthus"
239,"Viridiplantae","-0.1050383","6.6999998","24334.6504","-1.0928870","Helianthus"
253,"Viridiplantae","-0.0828479","7.6700001","25892.6094","-1.0482213","Helianthus"
257,"Viridiplantae","-0.1108668","6.6999998","26347.0293","-1.1136187","Helianthus"
257,"Viridiplantae","-0.0989079","7.0200000","26351.0703","-1.0875486","Helianthus"
252,"Viridiplantae","-0.1149129","6.6999998","25817.3691","-1.1261905","Helianthus"
252,"Viridiplantae","-0.1154047","6.6999998","25847.3906","-1.1277778","Helianthus"
252,"Viridiplantae","-0.1060717","6.6999998","25818.3906","-1.0976191","Helianthus"
252,"Viridiplantae","-0.1090191","6.6999998","25790.3301","-1.1071429","Helianthus"
259,"Viridiplantae","-0.1071515","7.0200000","26519.2500","-1.1142857","Helianthus"
169,"Viridiplantae","-0.2868057","8.1599998","19013.1602","-1.6881657","Quercus"
146,"Viridiplantae","-0.1844359","9.2900000","15538.0703","-1.3321918","Pinus"
144,"Viridiplantae","-0.1712260","9.2900000","15283.7695","-1.2888889","Pinus"
144,"Viridiplantae","-0.1715078","9.5900002","15211.7100","-1.2673610","Pinus"
203,"Viridiplantae","-0.2118811","7.0799999","21823.0801","-1.4492611","Pinus"
149,"Viridiplantae","-0.1242745","8.7200003","15246.7695","-1.1604027","Triticum"
139,"Viridiplantae","-0.1317387","9.3800001","14356.7305","-1.1597122","Aegilops"
120,"Viridiplantae","-0.1732987","9.1000004","12895.0898","-1.2866668","Glycine"
139,"Viridiplantae","-0.2797665","9.4200001","14749.4902","-1.5683453","Pinus"
139,"Viridiplantae","-0.2799889","9.4200001","14735.4600","-1.5690647","Pinus"
136,"Viridiplantae","-0.1665912","5.1900001","14865.2695","-1.2713234","Daucus"
294,"Viridiplantae","-0.2010412","4.6199999","33373.2695","-1.1003401","Arabidopsis"
303,"Viridiplantae","0.1791280","4.6300001","33626.8203","-0.0415842","Doryanthes"
68,"Viridiplantae","0.2126930","5.5799999","7525.7002","-0.0455882","Solanum"
95,"Viridiplantae","-0.0124343","10.5100002","10432.0400","-0.6505263","Picea"
93,"Viridiplantae","-0.0162332","10.5100002","10303.8799","-0.6591398","Picea"
93,"Viridiplantae","-0.0315388","10.5100002","10261.7998","-0.7086022","Picea"
93,"Viridiplantae","-0.0328714","10.4099998","10510.1104","-0.7129032","Picea"
105,"Viridiplantae","0.0288233","9.5699997","11777.6299","-0.6257143","Picea"
98,"Viridiplantae","0.0695538","10.4099998","10433.1104","-0.3908163","Solanum"
252,"Viridiplantae","-0.3176123","4.5999999","29003.7891","-1.5119048","Paraboea"
205,"Viridiplantae","-0.2630808","4.9499998","23152.7109","-1.3941463","Arabidopsis"
89,"Viridiplantae","-0.0998075","9.4600000","9742.3398","-1.0303371","Glycine"
187,"Viridiplantae","-0.1293280","9.4899998","20145.3105","-1.1465241","Arabidopsis"
228,"Viridiplantae","-0.1278223","6.8800001","23452.4805","-1.1793860","Helianthus"
259,"Viridiplantae","-0.1128050","6.6999998","26507.1992","-1.1200773","Helianthus"
82,"Viridiplantae","-0.1082926","4.8600001","8752.7002","-1.0121951","Phoenix"
252,"Viridiplantae","-0.1088954","6.6999998","25801.3691","-1.1067460","Helianthus"
